,year_film,film,winner
3331,1991,Cape Fear,False
3332,1991,The Silence of the Lambs,True
3333,1991,The Prince of Tides,False
3334,1991,Barton Fink,False
3335,1991,City Slickers,True
3336,1991,Rambling Rose,False
3337,1991,For the Boys,False
3338,1991,The Fisher King,True
3339,1991,Fried Green Tomatoes,False
3340,1991,Bugsy,True
3341,1991,Hook,False
3342,1991,JFK,True
3343,1991,The Addams Family,False
3344,1991,Madame Bovary,False
3345,1991,Boyz N the Hood,False
3346,1991,Death on the Job,False
3347,1991,Doing Time: Life inside the Big House,False
3348,1991,In the Shadow of the Stars,True
3349,1991,The Restless Conscience,False
3350,1991,Wild by Law,False
3351,1991,Birdnesters of Thailand (aka 'Shadow Hunters'),False
3352,1991,"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",True
3353,1991,A Little Vicious,False
3354,1991,The Mark of the Maker,False
3355,1991,Memorial: Letters from American Soldiers,False
3356,1991,The Commitments,False
3357,1991,Children of Nature,False
3358,1991,The Elementary School,False
3359,1991,Mediterraneo,True
3360,1991,The Ox,False
3361,1991,Raise the Red Lantern,False
3362,1991,Star Trek VI The Undiscovered Country,False
3363,1991,Terminator 2: Judgment Day,True
3364,1991,Beauty and the Beast,True
3365,1991,Robin Hood: Prince of Thieves,False
3366,1991,Blackfly,False
3367,1991,Manipulation,True
3368,1991,Strings,False
3369,1991,Birch Street Gym,False
3370,1991,Last Breeze of Summer,False
3371,1991,Session Man,True
3372,1991,Backdraft,False
3373,1991,Europa Europa,False
3374,1991,Grand Canyon,False
3375,1991,Thelma & Louise,True
3376,1992,Chaplin,False
3377,1992,Scent of a Woman,True
3378,1992,Malcolm X,False
3379,1992,Unforgiven,True
3380,1992,A Few Good Men,False
3381,1992,Glengarry Glen Ross,False
3382,1992,Mr. Saturday Night,False
3383,1992,Passion Fish,False
3384,1992,Love Field,False
3385,1992,Lorenzo's Oil,False
3386,1992,Howards End,True
3387,1992,Husbands and Wives,False
3388,1992,Enchanted April,False
3389,1992,Damage,False
3390,1992,My Cousin Vinny,True
3391,1992,Toys,False
3392,1992,Hoffa,False
3393,1992,The Lover,False
3394,1992,A River Runs through It,True
3395,1992,Bram Stoker's Dracula,True
3396,1992,The Player,False
3397,1992,Changing Our Minds: The Story of Dr. Evelyn Hooker,False
3398,1992,Fires of Kuwait,False
3399,1992,Liberators: Fighting on Two Fronts in World War II,False
3400,1992,Music for the Movies: Bernard Herrmann,False
3401,1992,The Panama Deception,True
3402,1992,At the Edge of Conquest: The Journey of Chief Wai-Wai,False
3403,1992,Beyond Imagining: Margaret Anderson and the 'Little Review',False
3404,1992,The Colours of My Father: A Portrait of Sam Borenstein,False
3405,1992,Educating Peter,True
3406,1992,When Abortion Was Illegal: Untold Stories,False
3407,1992,Basic Instinct,False
3408,1992,Close to Eden,False
3409,1992,Daens,False
3410,1992,Indochine,True
3411,1992,A Place in the World,False
3412,1992,Schtonk!,False
3413,1992,Batman Returns,False
3414,1992,Aladdin,True
3415,1992,The Mambo Kings,False
3416,1992,The Bodyguard,False
3417,1992,Adam,False
3418,1992,Mona Lisa Descending a Staircase,True
3419,1992,"Reci, Reci, Reci... (Words, Words, Words)",False
3420,1992,The Sandman,False
3421,1992,Screen Play,False
3422,1992,Contact,False
3423,1992,Cruise Control,False
3424,1992,The Lady in Waiting,False
3425,1992,Omnibus,True
3426,1992,Swan Song,False
3427,1992,The Last of the Mohicans,True
3428,1992,Under Siege,False
3429,1992,Alien 3,False
3430,1992,Death Becomes Her,True
3431,1992,The Crying Game,True
3432,1993,In the Name of the Father,False
3433,1993,What's Love Got to Do with It,False
3434,1993,Philadelphia,True
3435,1993,The Remains of the Day,False
3436,1993,What's Eating Gilbert Grape,False
3437,1993,The Fugitive,True
3438,1993,In the Line of Fire,False
3439,1993,Six Degrees of Separation,False
3440,1993,The Piano,True
3441,1993,Shadowlands,False
3442,1993,The Firm,False
3443,1993,Fearless,False
3444,1993,Addams Family Values,False
3445,1993,Orlando,False
3446,1993,Schindler's List,True
3447,1993,Farewell My Concubine,False
3448,1993,Searching for Bobby Fischer,False
3449,1993,The Age of Innocence,True
3450,1993,Short Cuts,False
3451,1993,The Broadcast Tapes of Dr. Peter,False
3452,1993,Children of Fate,False
3453,1993,For Better or for Worse,False
3454,1993,I Am a Promise: The Children of Stanton Elementary School,True
3455,1993,The War Room,False
3456,1993,Blood Ties: The Life and Work of Sally Mann,False
3457,1993,Chicks in White Satin,False
3458,1993,Defending Our Lives,True
3459,1993,Belle Epoque,True
3460,1993,Hedd Wyn,False
3461,1993,The Scent of Green Papaya,False
3462,1993,The Wedding Banquet,False
3463,1993,Mrs. Doubtfire,True
3464,1993,Poetic Justice,False
3465,1993,Beethoven's 2nd,False
3466,1993,Sleepless in Seattle,False
3467,1993,Blindscape,False
3468,1993,The Mighty River,False
3469,1993,Small Talk,False
3470,1993,The Village,False
3471,1993,The Wrong Trousers,True
3472,1993,Black Rider (Schwarzfahrer),True
3473,1993,Down on the Waterfront,False
3474,1993,The Dutch Master,False
3475,1993,Partners,False
3476,1993,The Screw (La Vis),False
3477,1993,Cliffhanger,False
3478,1993,Geronimo: An American Legend,False
3479,1993,Jurassic Park,True
3480,1993,The Nightmare before Christmas,False
3481,1993,Dave,False
3482,1994,The Shawshank Redemption,False
3483,1994,Forrest Gump,True
3484,1994,Nobody's Fool,False
3485,1994,Ed Wood,True
3486,1994,Quiz Show,False
3487,1994,Nell,False
3488,1994,Blue Sky,True
3489,1994,Tom & Viv,False
3490,1994,Little Women,False
3491,1994,The Client,False
3492,1994,Bullets over Broadway,True
3493,1994,Interview with the Vampire,False
3494,1994,The Madness of King George,True
3495,1994,Legends of the Fall,True
3496,1994,Red,False
3497,1994,Wyatt Earp,False
3498,1994,"The Adventures of Priscilla, Queen of the Desert",True
3499,1994,Maverick,False
3500,1994,Queen Margot,False
3501,1994,Complaints of a Dutiful Daughter,False
3502,1994,D-Day Remembered,False
3503,1994,Freedom on My Mind,False
3504,1994,A Great Day in Harlem,False
3505,1994,Maya Lin: A Strong Clear Vision,True
3506,1994,Blues Highway,False
3507,1994,89mm od Europy (89mm from Europe),False
3508,1994,School of Assassins,False
3509,1994,Straight from the Heart,False
3510,1994,A Time for Justice,True
3511,1994,Hoop Dreams,False
3512,1994,Before the Rain,False
3513,1994,Burnt by the Sun,True
3514,1994,Eat Drink Man Woman,False
3515,1994,Farinelli: Il Castrato,False
3516,1994,Strawberry and Chocolate,False
3517,1994,Mary Shelley's Frankenstein,False
3518,1994,The Lion King,True
3519,1994,Junior,False
3520,1994,The Paper,False
3521,1994,Four Weddings and a Funeral,False
3522,1994,The Big Story,False
3523,1994,Bob's Birthday,True
3524,1994,The Janitor,False
3525,1994,The Monk and the Fish,False
3526,1994,Triangle,False
3527,1994,Franz Kafka's It's a Wonderful Life,True
3528,1994,Kangaroo Court,False
3529,1994,On Hope,False
3530,1994,Syrup,False
3531,1994,Trevor,True
3532,1994,Clear and Present Danger,False
3533,1994,Speed,True
3534,1994,The Mask,False
3535,1994,True Lies,False
3536,1994,Heavenly Creatures,False
3537,1994,Pulp Fiction,True
3538,1995,Leaving Las Vegas,True
3539,1995,Mr. Holland's Opus,False
3540,1995,Nixon,False
3541,1995,12 Monkeys,False
3542,1995,Rob Roy,False
3543,1995,The Usual Suspects,True
3544,1995,Dead Man Walking,True
3545,1995,Casino,False
3546,1995,The Bridges of Madison County,False
3547,1995,Mighty Aphrodite,True
3548,1995,Georgia,False
3549,1995,A Little Princess,False
3550,1995,Restoration,True
3551,1995,Richard III,False
3552,1995,Batman Forever,False
3553,1995,Braveheart,True
3554,1995,Shanghai Triad,False
3555,1995,Anne Frank Remembered,True
3556,1995,The Battle over Citizen Kane,False
3557,1995,Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,False
3558,1995,Hank Aaron: Chasing the Dream,False
3559,1995,Troublesome Creek: A Midwestern,False
3560,1995,Jim Dine: A Self-Portrait on the Walls,False
3561,1995,The Living Sea,False
3562,1995,Never Give Up: The 20th Century Odyssey of Herbert Zipper,False
3563,1995,One Survivor Remembers,True
3564,1995,The Shadow of Hate,False
3565,1995,Apollo 13,True
3566,1995,Crimson Tide,False
3567,1995,Seven,False
3568,1995,All Things Fair,False
3569,1995,Antonia's Line,True
3570,1995,Dust of Life,False
3571,1995,O Quatrilho,False
3572,1995,The Star Maker,False
3573,1995,"My Family, Mi Familia",False
3574,1995,Roommates,False
3575,1995,The Postman (Il Postino),True
3576,1995,The American President,False
3577,1995,Pocahontas,True
3578,1995,Sabrina,False
3579,1995,Toy Story,False
3580,1995,Unstrung Heroes,False
3581,1995,Don Juan DeMarco,False
3582,1995,The Chicken from Outer Space,False
3583,1995,A Close Shave,True
3584,1995,the end,False
3585,1995,Gagarin,False
3586,1995,Runaway Brain,False
3587,1995,Brooms,False
3588,1995,Duke of Groove,False
3589,1995,Lieberman in Love,True
3590,1995,Little Surprises,False
3591,1995,Tuesday Morning Ride,False
3592,1995,Waterworld,False
3593,1995,Babe,True
3594,1995,Sense and Sensibility,True
3595,1996,The People vs. Larry Flynt,False
3596,1996,Shine,True
3597,1996,Jerry Maguire,True
3598,1996,Primal Fear,False
3599,1996,Ghosts of Mississippi,False
3600,1996,Secrets & Lies,False
3601,1996,Marvin's Room,False
3602,1996,Fargo,True
3603,1996,Breaking the Waves,False
3604,1996,The Crucible,False
3605,1996,The Mirror Has Two Faces,False
3606,1996,The English Patient,True
3607,1996,The Portrait of a Lady,False
3608,1996,The Birdcage,False
3609,1996,Hamlet,False
3610,1996,William Shakespeare's Romeo & Juliet,False
3611,1996,Fly Away Home,False
3612,1996,Michael Collins,False
3613,1996,Angels and Insects,False
3614,1996,The Line King: The Al Hirschfeld Story,False
3615,1996,Mandela,False
3616,1996,Suzanne Farrell: Elusive Muse,False
3617,1996,Tell the Truth and Run: George Seldes and the American Press,False
3618,1996,When We Were Kings,True
3619,1996,Breathing Lessons: The Life and Work of Mark O'Brien,True
3620,1996,Cosmic Voyage,False
3621,1996,An Essay on Matisse,False
3622,1996,Special Effects,False
3623,1996,The Wild Bunch: An Album in Montage,False
3624,1996,A Chef in Love,False
3625,1996,Kolya,True
3626,1996,The Other Side of Sunday,False
3627,1996,Prisoner of the Mountains,False
3628,1996,Ridicule,False
3629,1996,The Nutty Professor,True
3630,1996,Star Trek: First Contact,False
3631,1996,Sleepers,False
3632,1996,Emma,True
3633,1996,The First Wives Club,False
3634,1996,The Hunchback of Notre Dame,False
3635,1996,James and the Giant Peach,False
3636,1996,The Preacher's Wife,False
3637,1996,Up Close and Personal,False
3638,1996,One Fine Day,False
3639,1996,That Thing You Do!,False
3640,1996,Evita,True
3641,1996,Canhead,False
3642,1996,La Salla,False
3643,1996,Quest,True
3644,1996,Wat's Pig,False
3645,1996,"De Tripas, Corazon",False
3646,1996,Dear Diary,True
3647,1996,Ernst & Lyset,False
3648,1996,Esposados,False
3649,1996,Wordless,False
3650,1996,The Rock,False
3651,1996,Twister,False
3652,1996,Daylight,False
3653,1996,Eraser,False
3654,1996,The Ghost and the Darkness,True
3655,1996,Dragonheart,False
3656,1996,Independence Day,True
3657,1996,Sling Blade,True
3658,1996,Trainspotting,False
3659,1996,Lone Star,False
3660,1997,The Apostle,False
3661,1997,Ulee's Gold,False
3662,1997,Wag the Dog,False
3663,1997,As Good as It Gets,True
3664,1997,Jackie Brown,False
3665,1997,Amistad,False
3666,1997,Boogie Nights,False
3667,1997,Good Will Hunting,True
3668,1997,The Wings of the Dove,False
3669,1997,Afterglow,False
3670,1997,Mrs. Brown,False
3671,1997,L.A. Confidential,True
3672,1997,In & Out,False
3673,1997,Gattaca,False
3674,1997,Kundun,False
3675,1997,Titanic,True
3676,1997,Oscar and Lucinda,False
3677,1997,The Sweet Hereafter,False
3678,1997,Ayn Rand: A Sense of Life,False
3679,1997,Colors Straight Up,False
3680,1997,4 Little Girls,False
3681,1997,The Long Way Home,True
3682,1997,Waco: The Rules of Engagement,False
3683,1997,Alaska: Spirit of the Wild,False
3684,1997,Amazon,False
3685,1997,Daughter of the Bride,False
3686,1997,Still Kicking: The Fabulous Palm Springs Follies,False
3687,1997,A Story of Healing,True
3688,1997,Air Force One,False
3689,1997,Beyond Silence,False
3690,1997,Character,True
3691,1997,Four Days in September,False
3692,1997,Secrets of the Heart,False
3693,1997,The Thief,False
3694,1997,Men in Black,True
3695,1997,Anastasia,False
3696,1997,The Full Monty,True
3697,1997,My Best Friend's Wedding,False
3698,1997,Hercules,False
3699,1997,Con Air,False
3700,1997,Famous Fred,False
3701,1997,Geri's Game,True
3702,1997,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),False
3703,1997,The Mermaid,False
3704,1997,Redux Riding Hood,False
3705,1997,Dance Lexie Dance,False
3706,1997,It's Good to Talk,False
3707,1997,Sweethearts?,False
3708,1997,Visas and Virtue,True
3709,1997,Wolfgang,False
3710,1997,Contact,False
3711,1997,Face/Off,False
3712,1997,The Fifth Element,False
3713,1997,The Lost World: Jurassic Park,False
3714,1997,Starship Troopers,False
3715,1997,Donnie Brasco,False
3716,1997,Deconstructing Harry,False
3717,1998,Life Is Beautiful,True
3718,1998,American History X,False
3719,1998,Affliction,True
3720,1998,A Civil Action,False
3721,1998,The Truman Show,False
3722,1998,A Simple Plan,False
3723,1998,Central Station,False
3724,1998,Shakespeare in Love,True
3725,1998,One True Thing,False
3726,1998,Hilary and Jackie,False
3727,1998,Primary Colors,False
3728,1998,Little Voice,False
3729,1998,Pleasantville,False
3730,1998,Saving Private Ryan,True
3731,1998,The Thin Red Line,False
3732,1998,Beloved,False
3733,1998,Velvet Goldmine,False
3734,1998,Dancemaker,False
3735,1998,"The Farm: Angola, U.S.A.",False
3736,1998,The Last Days,True
3737,1998,Lenny Bruce: Swear to Tell the Truth,False
3738,1998,Regret to Inform,False
3739,1998,The Personals: Improvisations on Romance in the Golden Years,True
3740,1998,A Place in the Land,False
3741,1998,Sunrise over Tiananmen Square,False
3742,1998,Out of Sight,False
3743,1998,Children of Heaven,False
3744,1998,The Grandfather,False
3745,1998,Tango,False
3746,1998,Elizabeth,True
3747,1998,A Bug's Life,False
3748,1998,Mulan,False
3749,1998,Patch Adams,False
3750,1998,Armageddon,False
3751,1998,Quest for Camelot,False
3752,1998,The Horse Whisperer,False
3753,1998,Babe: Pig in the City,False
3754,1998,The Prince of Egypt,True
3755,1998,Bunny,True
3756,1998,The Canterbury Tales,False
3757,1998,Jolly Roger,False
3758,1998,More,False
3759,1998,When Life Departs,False
3760,1998,Culture,False
3761,1998,Election Night (Valgaften),True
3762,1998,Holiday Romance,False
3763,1998,La Carte Postale (The Postcard),False
3764,1998,Victor,False
3765,1998,The Mask of Zorro,False
3766,1998,Mighty Joe Young,False
3767,1998,What Dreams May Come,True
3768,1998,Gods and Monsters,True
3769,1998,Bulworth,False
3770,1999,The Insider,False
3771,1999,The Straight Story,False
3772,1999,Sweet and Lowdown,False
3773,1999,American Beauty,True
3774,1999,The Hurricane,False
3775,1999,The Cider House Rules,True
3776,1999,Magnolia,False
3777,1999,The Green Mile,False
3778,1999,The Talented Mr. Ripley,False
3779,1999,The Sixth Sense,False
3780,1999,Tumbleweeds,False
3781,1999,The End of the Affair,False
3782,1999,Music of the Heart,False
3783,1999,Boys Don't Cry,True
3784,1999,"Girl, Interrupted",True
3785,1999,Being John Malkovich,False
3786,1999,Anna and the King,False
3787,1999,Sleepy Hollow,True
3788,1999,Snow Falling on Cedars,False
3789,1999,Titus,False
3790,1999,Topsy-Turvy,True
3791,1999,Buena Vista Social Club,False
3792,1999,Genghis Blues,False
3793,1999,On the Ropes,False
3794,1999,One Day in September,True
3795,1999,Speaking in Strings,False
3796,1999,Eyewitness,False
3797,1999,King Gimp,True
3798,1999,The Wildest Show in the South: The Angola Prison Rodeo,False
3799,1999,The Matrix,True
3800,1999,All about My Mother,True
3801,1999,Caravan,False
3802,1999,East-West,False
3803,1999,Solomon and Gaenor,False
3804,1999,Under the Sun,False
3805,1999,Austin Powers: The Spy Who Shagged Me,False
3806,1999,Bicentennial Man,False
3807,1999,Life,False
3808,1999,Angela's Ashes,False
3809,1999,The Red Violin,True
3810,1999,"South Park: Bigger, Longer & Uncut",False
3811,1999,Toy Story 2,False
3812,1999,Tarzan,True
3813,1999,Humdrum,False
3814,1999,My Grandmother Ironed the King's Shirts,False
3815,1999,The Old Man and the Sea,True
3816,1999,3 Misses,False
3817,1999,When the Day Breaks,False
3818,1999,"Bror, Min Bror (Teis and Nico)",False
3819,1999,Killing Joe,False
3820,1999,Kleingeld (Small Change),False
3821,1999,Major and Minor Miracles,False
3822,1999,My Mother Dreams the Satan's Disciples in New York,True
3823,1999,The Mummy,False
3824,1999,Star Wars Episode I: The Phantom Menace,False
3825,1999,Fight Club,False
3826,1999,Stuart Little,False
3827,1999,Election,False
3828,2000,Before Night Falls,False
3829,2000,Gladiator,True
3830,2000,Cast Away,False
3831,2000,Quills,False
3832,2000,The Contender,False
3833,2000,Shadow of the Vampire,False
3834,2000,Traffic,True
3835,2000,Chocolat,False
3836,2000,Requiem for a Dream,False
3837,2000,You Can Count on Me,False
3838,2000,Erin Brockovich,True
3839,2000,Pollock,True
3840,2000,Billy Elliot,False
3841,2000,"Crouching Tiger, Hidden Dragon",True
3842,2000,Vatel,False
3843,2000,Malèna,False
3844,2000,"O Brother, Where Art Thou?",False
3845,2000,The Patriot,False
3846,2000,102 Dalmatians,False
3847,2000,Into the Arms of Strangers: Stories of the Kindertransport,True
3848,2000,Legacy,False
3849,2000,Long Night's Journey into Day,False
3850,2000,Scottsboro: An American Tragedy,False
3851,2000,Sound and Fury,False
3852,2000,Big Mama,True
3853,2000,Curtain Call,False
3854,2000,Dolphins,False
3855,2000,The Man on Lincoln's Nose,False
3856,2000,On Tiptoe: Gentle Steps to Freedom,False
3857,2000,Amores Perros,False
3858,2000,Divided We Fall,False
3859,2000,Everybody Famous!,False
3860,2000,The Taste of Others,False
3861,2000,The Cell,False
3862,2000,Dr. Seuss' How the Grinch Stole Christmas,True
3863,2000,Meet the Parents,False
3864,2000,Dancer in the Dark,False
3865,2000,The Emperor's New Groove,False
3866,2000,Wonder Boys,True
3867,2000,Father and Daughter,True
3868,2000,The Periwig-Maker,False
3869,2000,Rejected,False
3870,2000,By Courier,False
3871,2000,One Day Crossing,False
3872,2000,Quiero Ser (I want to be...),True
3873,2000,Seraglio,False
3874,2000,A Soccer Story (Uma Historia de Futebol),False
3875,2000,The Perfect Storm,False
3876,2000,Space Cowboys,False
3877,2000,U-571,True
3878,2000,Hollow Man,False
3879,2000,Almost Famous,True
3880,2001,I Am Sam,False
3881,2001,Ali,False
3882,2001,Training Day,True
3883,2001,In the Bedroom,False
3884,2001,Iris,True
3885,2001,Sexy Beast,False
3886,2001,Monster's Ball,True
3887,2001,Bridget Jones's Diary,False
3888,2001,A Beautiful Mind,True
3889,2001,Jimmy Neutron: Boy Genius,False
3890,2001,Shrek,True
3891,2001,Amélie,False
3892,2001,Harry Potter and the Sorcerer's Stone,False
3893,2001,Moulin Rouge,True
3894,2001,The Lord of the Rings: The Fellowship of the Ring,True
3895,2001,The Man Who Wasn't There,False
3896,2001,The Affair of the Necklace,False
3897,2001,Mulholland Drive,False
3898,2001,Children Underground,False
3899,2001,LaLee's Kin: The Legacy of Cotton,False
3900,2001,Murder on a Sunday Morning,True
3901,2001,Promises,False
3902,2001,War Photographer,False
3903,2001,Artists and Orphans: A True Drama,False
3904,2001,Sing!,False
3905,2001,Thoth,True
3906,2001,Black Hawk Down,True
3907,2001,Memento,False
3908,2001,Elling,False
3909,2001,Lagaan,False
3910,2001,No Man's Land,True
3911,2001,Son of the Bride,False
3912,2001,A.I. Artificial Intelligence,False
3913,2001,"Monsters, Inc.",True
3914,2001,Kate & Leopold,False
3915,2001,Vanilla Sky,False
3916,2001,Fifty Percent Grey,False
3917,2001,For the Birds,True
3918,2001,Give Up Yer Aul Sins,False
3919,2001,Strange Invaders,False
3920,2001,Stubble Trouble,False
3921,2001,the accountant,True
3922,2001,Copy Shop,False
3923,2001,Gregor's Greatest Invention,False
3924,2001,A Man Thing (Meska Sprawa),False
3925,2001,Speed for Thespians,False
3926,2001,Pearl Harbor,True
3927,2001,Ghost World,False
3928,2001,Gosford Park,True
3929,2001,The Royal Tenenbaums,False
3930,2002,The Pianist,True
3931,2002,The Quiet American,False
3932,2002,Gangs of New York,False
3933,2002,About Schmidt,False
3934,2002,Adaptation,True
3935,2002,Catch Me If You Can,False
3936,2002,The Hours,True
3937,2002,Unfaithful,False
3938,2002,Far from Heaven,False
3939,2002,Chicago,True
3940,2002,Ice Age,False
3941,2002,Lilo & Stitch,False
3942,2002,Spirit: Stallion of the Cimarron,False
3943,2002,Spirited Away,True
3944,2002,Treasure Planet,False
3945,2002,Road to Perdition,True
3946,2002,Bowling for Columbine,True
3947,2002,Daughter from Danang,False
3948,2002,Prisoner of Paradise,False
3949,2002,Spellbound,False
3950,2002,Winged Migration,False
3951,2002,The Collector of Bedford Street,False
3952,2002,Mighty Times: The Legacy of Rosa Parks,False
3953,2002,Twin Towers,True
3954,2002,Why Can't We Be a Family Again?,False
3955,2002,El Crimen del Padre Amaro,False
3956,2002,Hero,False
3957,2002,The Man without a Past,False
3958,2002,Nowhere in Africa,True
3959,2002,Zus & Zo,False
3960,2002,Frida,True
3961,2002,The Time Machine,False
3962,2002,The Wild Thornberrys Movie,False
3963,2002,8 Mile,True
3964,2002,The Cathedral,False
3965,2002,The ChubbChubbs!,True
3966,2002,Das Rad,False
3967,2002,Mike's New Car,False
3968,2002,Mt. Head,False
3969,2002,Fait D'Hiver,False
3970,2002,I'll Wait for the Next One... (J'Attendrai Le Suivant...),False
3971,2002,Inja (Dog),False
3972,2002,Johnny Flynton,False
3973,2002,This Charming Man (Der Er En Yndig Mand),True
3974,2002,Spider-Man,False
3975,2002,The Lord of the Rings: The Two Towers,True
3976,2002,Minority Report,False
3977,2002,Star Wars Episode II Attack of the Clones,False
3978,2002,About a Boy,False
3979,2002,My Big Fat Greek Wedding,False
3980,2002,Talk to Her,True
3981,2002,Y Tu Mamá También,False
3982,2003,Pirates of the Caribbean: The Curse of the Black Pearl,False
3983,2003,House of Sand and Fog,False
3984,2003,Mystic River,True
3985,2003,The Cooler,False
3986,2003,21 Grams,False
3987,2003,In America,False
3988,2003,The Last Samurai,False
3989,2003,Whale Rider,False
3990,2003,Something's Gotta Give,False
3991,2003,Monster,True
3992,2003,Pieces of April,False
3993,2003,Thirteen,False
3994,2003,Cold Mountain,True
3995,2003,Brother Bear,False
3996,2003,Finding Nemo,True
3997,2003,The Triplets of Belleville,False
3998,2003,Girl with a Pearl Earring,False
3999,2003,The Lord of the Rings: The Return of the King,True
4000,2003,Seabiscuit,False
4001,2003,City of God,False
4002,2003,Master and Commander: The Far Side of the World,True
4003,2003,Balseros,False
4004,2003,Capturing the Friedmans,False
4005,2003,The Fog of War,True
4006,2003,My Architect,False
4007,2003,The Weather Underground,False
4008,2003,Asylum,False
4009,2003,Chernobyl Heart,True
4010,2003,Ferry Tales,False
4011,2003,The Barbarian Invasions,True
4012,2003,Evil,False
4013,2003,The Twilight Samurai,False
4014,2003,Twin Sisters,False
4015,2003,Zelary,False
4016,2003,Big Fish,False
4017,2003,A Mighty Wind,False
4018,2003,Boundin',False
4019,2003,Destino,False
4020,2003,Gone Nutty,False
4021,2003,Harvie Krumpet,True
4022,2003,Nibbles,False
4023,2003,Die Rote Jacke (The Red Jacket),False
4024,2003,Most (The Bridge),False
4025,2003,Squash,False
4026,2003,(A) Torzija [(A) Torsion],False
4027,2003,Two Soldiers,True
4028,2003,American Splendor,False
4029,2003,Dirty Pretty Things,False
4030,2003,Lost in Translation,True
4031,2004,Hotel Rwanda,False
4032,2004,Ray,True
4033,2004,Collateral,False
4034,2004,Million Dollar Baby,True
4035,2004,Closer,False
4036,2004,Being Julia,False
4037,2004,Maria Full of Grace,False
4038,2004,Vera Drake,False
4039,2004,The Aviator,True
4040,2004,Kinsey,False
4041,2004,The Incredibles,True
4042,2004,Shark Tale,False
4043,2004,Shrek 2,False
4044,2004,The Phantom of the Opera,False
4045,2004,A Very Long Engagement,False
4046,2004,House of Flying Daggers,False
4047,2004,The Passion of the Christ,False
4048,2004,Troy,False
4049,2004,Born into Brothels,True
4050,2004,The Story of the Weeping Camel,False
4051,2004,Super Size Me,False
4052,2004,Tupac: Resurrection,False
4053,2004,Twist of Faith,False
4054,2004,Autism Is a World,False
4055,2004,The Children of Leningradsky,False
4056,2004,Hardwood,False
4057,2004,Mighty Times: The Children's March,True
4058,2004,Sister Rose's Passion,False
4059,2004,As It Is in Heaven,False
4060,2004,The Chorus (Les Choristes),False
4061,2004,Downfall,False
4062,2004,The Sea Inside,True
4063,2004,Yesterday,False
4064,2004,Lemony Snicket's A Series of Unfortunate Events,True
4065,2004,Finding Neverland,True
4066,2004,Harry Potter and the Prisoner of Azkaban,False
4067,2004,The Village,False
4068,2004,The Motorcycle Diaries,True
4069,2004,The Polar Express,False
4070,2004,Birthday Boy,False
4071,2004,Gopher Broke,False
4072,2004,Guard Dog,False
4073,2004,Lorenzo,False
4074,2004,Ryan,True
4075,2004,Everything in This Country Must,False
4076,2004,Little Terrorist,False
4077,2004,7:35 in the Morning (7:35 de la Mañana),False
4078,2004,"Two Cars, One Night",False
4079,2004,Wasp,True
4080,2004,"I, Robot",False
4081,2004,Spider-Man 2,True
4082,2004,Before Sunset,False
4083,2004,Sideways,True
4084,2004,Eternal Sunshine of the Spotless Mind,True
4085,2005,Capote,True
4086,2005,"Good Night, and Good Luck.",False
4087,2005,Syriana,True
4088,2005,Cinderella Man,False
4089,2005,A History of Violence,False
4090,2005,Mrs. Henderson Presents,False
4091,2005,Transamerica,False
4092,2005,Pride & Prejudice,False
4093,2005,North Country,False
4094,2005,Walk the Line,True
4095,2005,Junebug,False
4096,2005,The Constant Gardener,True
4097,2005,Howl's Moving Castle,False
4098,2005,Tim Burton's Corpse Bride,False
4099,2005,Wallace & Gromit in The Curse of the Were-Rabbit,True
4100,2005,Harry Potter and the Goblet of Fire,False
4101,2005,Memoirs of a Geisha,True
4102,2005,Batman Begins,False
4103,2005,The New World,False
4104,2005,Charlie and the Chocolate Factory,False
4105,2005,Brokeback Mountain,True
4106,2005,Munich,False
4107,2005,Darwin's Nightmare,False
4108,2005,Enron: The Smartest Guys in the Room,False
4109,2005,March of the Penguins,True
4110,2005,Murderball,False
4111,2005,Street Fight,False
4112,2005,The Death of Kevin Carter: Casualty of the Bang Bang Club,False
4113,2005,God Sleeps in Rwanda,False
4114,2005,The Mushroom Club,False
4115,2005,A Note of Triumph: The Golden Age of Norman Corwin,True
4116,2005,Crash,True
4117,2005,Don't Tell,False
4118,2005,Joyeux Noël,False
4119,2005,Paradise Now,False
4120,2005,Sophie Scholl - The Final Days,False
4121,2005,Tsotsi,True
4122,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",True
4123,2005,Star Wars: Episode III Revenge of the Sith,False
4124,2005,Hustle & Flow,True
4125,2005,Badgered,False
4126,2005,The Moon and the Son: An Imagined Conversation,True
4127,2005,The Mysterious Geographic Explorations of Jasper Morello,False
4128,2005,9,False
4129,2005,One Man Band,False
4130,2005,Ausreisser (The Runaway),False
4131,2005,Cashback,False
4132,2005,The Last Farm,False
4133,2005,Our Time Is Up,False
4134,2005,Six Shooter,True
4135,2005,King Kong,True
4136,2005,War of the Worlds,False
4137,2005,Match Point,False
4138,2005,The Squid and the Whale,False
4139,2006,Blood Diamond,False
4140,2006,Half Nelson,False
4141,2006,Venus,False
4142,2006,The Pursuit of Happyness,False
4143,2006,The Last King of Scotland,True
4144,2006,Little Miss Sunshine,True
4145,2006,Little Children,False
4146,2006,Volver,False
